"x","y"
4.019896287,42.25071543
6.641236066,151.9680449
6.054594047,122.17308
3.969201764,42.51406246
5.287732202,88.86959602
4.706523334,65.44557203
4.33447363,62.84155232
5.052365237,81.17581629
4.215808938,57.08836829
4.495571101,45.66463309
4.782033076,84.47382231
6.449648342,151.8321635
5.401253068,95.22160443
4.473194273,54.73547944
3.68797597,38.71743023
5.380107672,99.77418432
4.646910984,50.14130545
2.963778714,9.222010813
5.225495578,73.83361671
5.058498403,72.33963962
2.998184816,41.43765523
7.55987556,178.3188074
3.299382399,31.74983934
5.537655606,95.02865028
7.028286728,151.7040869
7.022051384,158.5145982
5.58944193,106.6633812
5.555724129,106.2794164
5.799188081,100.8128477
6.247768168,115.180868
5.058128525,94.57355568
4.231905025,48.6038048
5.259412001,98.25424896
4.514362257,52.36413642
4.652432596,89.4013532
4.248618454,52.72380848
3.095415096,32.24482715
6.097510709,127.1264244
4.966961517,84.65150063
5.984002934,110.3399529
5.16987437,91.18664396
4.671416331,74.70013562
3.544050572,27.95761057
5.022709491,83.27851022
4.54445318,47.84845156
4.312567379,66.23457099
5.436103432,76.26921549
5.501903672,97.29556119
6.076899381,109.8648679
6.326028013,115.0544908
4.81158732,73.20483822
5.085879015,91.37861671
4.652187465,61.12955479
4.358981009,43.71739495
4.394999206,69.11634948
5.320159351,85.16487182
5.308433689,89.09665898
3.985717469,41.3541695
5.205356444,82.00847983
5.394105735,98.54358493
4.148207744,64.186353
5.48418198,105.3194117
3.459739295,35.51741644
5.064805388,91.23647324
6.187564407,119.1894086
6.195126249,106.6463446
4.566006369,66.81703465
5.653534365,99.45689552
5.185821933,88.06333832
4.886742405,60.87056962
4.617850953,67.88650083
4.095899156,57.53040432
4.385980749,67.9364603
4.564704813,48.03758037
3.005051866,19.1151856
3.425352508,23.67251793
6.197389627,122.6444885
4.294563214,66.81582738
3.614901025,28.49788007
4.956621502,75.47143565
4.883715971,83.96674852
4.645253662,52.05882187
3.594092386,35.53588308
5.721494003,87.86037877
4.731430812,82.29739471
5.44221295,88.5038801
6.628992746,127.2135059
4.384852638,56.24490219
3.5850317,46.71456362
4.571423457,59.18199372
5.139348061,77.8818184
4.750478827,78.75449829
4.829320027,68.73286467
4.255182585,73.70040143
6.686067683,130.5513619
5.327589189,91.9177941
4.795033081,62.47216241
4.759281668,60.4698467
4.803193986,88.66611372
4.145758783,51.88622028
4.532249292,85.60647839
4.752877689,66.21743607
5.698299402,95.42891217
4.791125075,64.26536804
3.276835225,23.12430816
5.037274464,70.68558068
5.306060243,104.5997583
4.660590792,58.42271194
4.70873395,71.21936978
5.505098155,85.03178275
4.926672049,84.63902122
4.580200722,69.86699377
5.643002367,103.5132008
4.470454944,61.89803993
5.399919852,85.93368625
5.983702871,113.1494783
3.907718728,63.24596614
4.147460248,44.37349154
5.453006007,83.58827871
4.161645369,75.36440823
5.458177449,89.04734213
6.223748243,121.9169018
6.148146275,118.4183689
4.217307589,49.91926479
5.048151868,83.7433665
3.813744835,42.03945191
4.293892135,45.71551514
3.153278401,32.66918965
3.311044606,35.12244095
4.040155937,41.1633976
4.000120644,49.95831123
4.403151774,42.07744008
6.207428578,103.8457814
5.23185827,98.04590751
4.04450373,61.15018218
4.62422369,62.20561841
5.330690901,72.9461473
5.139145753,81.03563406
4.808615312,69.48066139
3.958151368,55.69810258
4.992878744,82.63317845
4.184056888,57.43128229
5.305037588,92.82124736
3.99649914,51.9745146
5.666833368,99.20363064
5.836976449,100.7338712
3.709162061,48.74791445
7.041459012,162.286268
6.162550128,116.1333522
5.329328377,92.71107267
4.849404929,72.06283355
2.882643135,35.69798342
4.382451965,72.66172485
4.492199233,59.04972795
6.318008966,122.3249238
4.059182811,40.73841266
3.312969133,28.61249997
4.442446545,57.62191177
5.232097337,76.8564482
4.767017026,54.15199775
6.46336045,136.5122406
4.433115945,59.6732166
5.0121545,84.81461991
5.110708702,70.54821795
3.451986406,50.0403414
5.949436625,122.3965526
5.917449193,84.43544135
4.256065311,47.01736924
4.026423804,52.06616191
4.232280954,67.31638132
4.367474197,59.25989305
5.256918191,85.82160747
5.621018914,95.83755851
4.643964634,76.49542275
4.119175546,48.54310167
4.85634906,60.93969424
4.04701788,47.56409919
5.967663034,110.0328565
5.857250689,99.04832761
5.586053305,107.5331545
5.240058564,83.11643085
2.707421823,31.66385854
4.122121406,45.92400795
5.554193636,93.34475168
5.099628822,95.55078515
5.898831592,90.53552219
4.795913371,65.16115224
3.833114186,35.99372529
5.052984076,80.25904994
5.312016874,80.66916541
6.076197325,112.7331952
4.929394865,76.79841927
6.224548867,110.1714577
6.068225722,104.4893673
5.425383029,82.23593887
4.692309202,57.58656301
5.188924099,83.93830978
4.612573233,64.86674929
3.60645263,40.82072868
7.225877685,147.0331439
5.254914279,80.53841571
5.28658743,93.87122368
4.972413575,74.69150247
6.07531943,109.3896191
4.678985675,77.08261351
4.624303733,49.29604606
4.706564671,72.31286456
2.964340614,24.91775825
4.5238685,60.12294211
5.313283643,98.36506685
5.707350664,97.59023148
2.589029559,26.34015844
5.375339373,83.84306251
5.496024904,97.60009879
4.202513103,60.77764782
4.742535407,74.74929057
4.757023576,60.73739569
5.116077874,77.70049121
4.265961945,49.77770551
3.335001513,33.79579141
5.823008738,110.5012758
4.009275172,50.85813526
4.691637353,56.364715
7.111437375,153.1968951
4.932523587,71.69885129
2.772534158,41.22734509
7.006336165,161.4182076
4.170318469,62.52737897
3.017155524,32.79219442
4.056055665,53.19182837
5.372161607,67.54228767
6.481579915,109.3563334
5.497546548,106.0493798
3.009293875,24.29074544
4.048121738,57.35705138
5.106126359,83.845281
5.781860654,116.8071852
3.17212012,22.24601769
4.228513584,58.89001449
4.792003008,79.23970368
4.703765623,71.88571636
5.487448644,96.92245656
3.889486938,31.43822072
4.192682638,54.85410476
5.941730176,103.5476757
5.371442146,77.56087302
4.054830569,48.62339273
4.80453486,83.26114407
4.423995803,65.20064249
4.874784912,50.46102666
5.025447896,58.13350523
5.18884782,72.63181682
5.39937676,78.39895448
3.414744989,56.80901631
4.7514724,80.303163
5.490487553,89.17782672
4.845909552,87.1529237
4.379608248,67.32457545
5.01110773,102.5033093
2.576335489,20.89443503
2.984451241,37.28982754
4.503054193,53.85942375
4.154846974,60.97161712
5.879026758,92.88779915
4.412113143,72.2322951
4.497243194,74.08333139
3.838937638,47.14532616
5.740462932,96.21306289
4.694097186,59.40351894
6.433549114,121.5514782
6.491174419,115.8268212
5.79025741,93.50207292
6.323162372,119.2735052
4.300679297,54.6431796
6.377878137,134.1451475
4.906735895,64.18817954
5.659672128,90.53591062
5.868917888,124.6648677
4.801772739,76.42077778
4.006878143,49.66916616
4.000337191,59.85932135
5.378107986,78.71050327
5.077319228,85.00756463
4.743994597,98.09207466
5.812244452,109.2524788
6.527157593,129.7852415
5.214704289,90.98782116
5.130488028,65.80335193
4.138304405,53.94112726
4.263071432,55.42872696
3.954740896,52.03747123
4.769862922,78.79550943
5.563228617,90.81210167
4.617841872,61.50847935
5.753150972,97.78834083
5.29661195,85.79625007
6.004640417,106.9579416
5.682311285,97.72927608
7.33970197,167.4858507
5.662351822,86.96569325
5.356385799,105.7207776
4.696654791,49.38733088
4.32899054,66.06972955
4.6550549,66.65148928
5.668895441,98.8998652
4.827726667,88.74680199
5.150090991,75.61506017
4.611471589,76.18081326
3.431361734,38.34982845
5.473298207,97.1199262
3.967792976,42.3097276
5.849028148,108.7594346
5.571462349,103.607646
3.629264008,32.36175929
2.688631993,26.83551152
5.455676939,82.904292
5.573640595,99.5657751
4.685694611,95.77736824
5.328442695,90.96906698
5.861564218,104.988376
5.308342319,98.20888673
4.736292236,61.61630713
5.577433465,89.0225745
7.155632671,167.1996553
2.066676731,15.85947167
5.428503115,81.93714406
5.568495483,97.00298684
5.580378388,85.72484668
7.926623952,191.7693162
5.440795091,98.27206126
3.442008731,13.25912438
4.530140224,71.0398734
5.503731267,89.07307162
5.744442019,116.0754845
5.94187049,107.8912094
4.622837075,59.56993558
5.049066051,65.69173241
3.76405855,47.33352844
5.295665373,70.97339266
4.324516075,48.24567266
5.617125989,84.8991841
5.94215959,108.2234839
5.957995473,121.2405611
4.579315068,59.7892487
5.405634697,86.9274219
3.06128629,37.20554428
6.78590998,147.2568579
3.662674533,42.72531103
2.844742446,27.8210967
4.741160812,69.72938558
4.856492516,75.43950266
4.221416898,51.56913946
3.89582084,32.78887545
5.04486192,91.34547388
5.595037717,102.2598475
4.373813629,66.72115053
4.610361461,59.85102976
4.858788116,65.67904243
6.354751412,128.3828829
3.995656491,54.73200192
3.102204583,24.22709874
4.557711414,62.95766204
6.564129649,142.2714384
3.6352279,25.81915609
5.213976879,86.97863757
3.404903491,33.53097731
3.702685399,44.45711227
3.397578731,34.92054953
4.80333972,47.92686643
5.157624274,74.96863778
3.185137552,37.21189832
6.450914922,133.2605713
3.042326668,21.46699728
5.954935957,117.2236632
5.608501111,82.60720645
4.662490217,71.20686951
6.361496359,128.8935347
4.786744625,73.80416463
4.791559214,64.94854584
5.210251059,87.21204614
4.806282907,66.09489749
4.912044328,75.1392239
4.431640096,65.14172861
6.044682824,113.2118436
5.345535908,88.53954872
5.64100461,105.7994382
3.259434423,29.44228177
3.808372434,47.9329536
5.382431302,79.17511332
5.271307019,74.33087005
4.599141446,83.65704007
5.022058971,50.59286185
3.620923998,35.47201495
3.960596564,44.32883473
3.901164863,45.0126839
3.803113121,44.90778621
